Name,unique_id,Year of Work,Auction House,Session,Meeting,Sale of,Description,Product URL,Image URL,Size,Category,Period,Estimate RMB,Sold For RMB,China,T,China*T,Estimate,Size_c,weights,subclass,Stratum
Qing Yongzheng pink green glaze print five-bat pattern bowl,1433,Qing Yongzheng,China Guardian,Spring 2002 Auction - Porcelain and Jade Crafts,China Guardian Spring Auction 2002,23/04/2002,"The glaze is of an even pinkish-green colour and is elegant and tranquil, with a moulded five-bat design on the exterior, the decoration clear and regular. The foot inscribed in blue with 'Made in the Yongzheng era of the Qing dynasty'.",https://auction.artron.net/paimai-art16680177,https://image.artron.net/wd/auction//5/art/338/2600915b0b64b2b0d3bd36c12664ee66.jpg,15,Bowl,Qing,150000,165000,1,0,0,150000.0,2,1.0,3,B3
Mid-Qing dynasty pastel plum pattern bowl,1437,Mid-Qing,China Guardian,Spring 2002 Auction - Porcelain and Jade Crafts,China Guardian Spring Auction 2002,23/04/2002,"The outer wall is painted in pastel with moonflowers, orchids and plum blossoms, the plum blossoms extending from the outer wall into the bowl, the right figure novel and colourful. The bottom is painted with a spiritually shocking flower with a mark.",https://auction.artron.net/paimai-art16680197,https://image.artron.net/wd/auction//5/art/338/eccbee07eef2858a34bf98b538e1b384.jpg,18,Bowl,Qing,12500,11000,1,0,0,12500.0,2,1.0,3,B3
Qing Guangxu pastel blue and white lotus pattern bowl,1438,Qing Guangxu,China Guardian,Spring 2002 Auction - Porcelain and Jade Crafts,China Guardian Spring Auction 2002,23/04/2002,"The exterior of the bowl is painted in famille rose with a lotus design, while the interior is painted with a blue and white lotus design, the mouth and foot with a line of gold paint.",https://auction.artron.net/paimai-art16680201,https://image.artron.net/wd/auction//5/art/338/c0beeaff5e7fa3a6c1cf9aa960c9c481.jpg,15,Bowl,Qing,11500,22000,1,0,0,11500.0,2,1.0,3,B3
Qianlong Doucai honeysuckle pattern bowl,1443,Qing Qianlong,China Guardian,"Autumn Auction 2001 - Porcelain, Jade, Arts and Crafts, Furniture",China Guardian Autumn Auction 2001,04/11/2001,"The bowl is painted inside and out with a doucai design of lingzhi, the decoration simple and elegant, the painting delicate and skilful, the foot with a Qianlong six-character regular script official kiln mark, an early official kiln work of the Qianlong dynasty of the Qing dynasty.",https://auction.artron.net/paimai-art15890007,https://image.artron.net/wd/auction//5/art/238/f3a1f60cefb8faaefe88c0ab6a8f1320.jpg,10,Bowl,Qing,60000,55000,1,0,0,60000.0,1,1.0,1,B1
Qingyongzheng Doucai entwined floral pattern bowl,1445,Qing Yongzheng,China Guardian,"Autumn Auction 2001 - Porcelain, Jade, Arts and Crafts, Furniture",China Guardian Autumn Auction 2001,04/11/2001,"The bowl is exquisitely small, with a fine texture and pure white glaze. The bowl is painted with a floral design, the outer wall with a floral design, the composition is full, the painting is fine, and the colours are brilliant, making it a masterpiece of the Yongzheng dynasty official kiln.",https://auction.artron.net/paimai-art15890004,https://image.artron.net/wd/auction//5/art/238/4961f8d958804641b46c276f43ca295a.jpg,10,Bowl,Qing,200000,269500,1,0,0,200000.0,1,1.0,1,B1
Qing Daoguang Doucai lotus pond mandarin duck pattern bowl (pair),1446,Qing Daoguang,China Guardian,"Autumn Auction 2001 - Porcelain, Jade, Arts and Crafts, Furniture",China Guardian Autumn Auction 2001,04/11/2001,"The bowl is of light and delicate form, with the core and outer wall painted in doucai with a lotus pond design of mandarin ducks in delicate, fresh and elegant colours.",https://auction.artron.net/paimai-art15890012,https://image.artron.net/wd/auction//5/art/238/474a2a08e691aec2fbb0681af907bf12.jpg,10,Bowl,Qing,60000,55000,1,0,0,60000.0,1,1.0,1,B1
Qing Yongzheng Doucai Baban into the treasure map small bowl,1450,Qing Yongzheng,China Guardian,"Autumn Auction 2001 - Porcelain, Jade, Arts and Crafts, Furniture",China Guardian Autumn Auction 2001,04/11/2001,The bowl is finely painted with a doucai group of dragons in the centre and eight figures of the eight-fold treasure on the outer wall. Small chip to the rim of the mouth.,https://auction.artron.net/paimai-art15890006,https://image.artron.net/wd/auction//5/art/238/563974829f361de40e9b84bdbd80b8e7.jpg,11,Bowl,Qing,10000,22000,1,0,0,10000.0,1,1.0,1,B1
Qing Kangxi Doucai lotus pond mandarin duck pattern lying foot bowl,1451,Qing Kangxi,China Guardian,"Autumn Auction 2001 - Porcelain, Jade, Arts and Crafts, Furniture",China Guardian Autumn Auction 2001,04/11/2001,"The bowl is thick and stable in form, with an unglazed fine sand base. The inner rim and outer rim are decorated with blue and blue painted Sanskrit and clouds and dragons playing with pearls, and the bowl is painted with lotus pond mandarin ducks on the core and outer wall, typical of Qing dynasty imitations of Ming porcelain.",https://auction.artron.net/paimai-art15890002,https://image.artron.net/wd/auction//5/art/238/78b1a0611ef5cef5c3bca901857bd195.jpg,16,Bowl,Qing,65000,101200,1,0,0,65000.0,2,1.0,3,B3
Ming Wanli blue and white eight treasure pattern lying foot bowl,1455,Ming Wanli,China Guardian,"Autumn Auction 2001 - Porcelain, Jade, Arts and Crafts, Furniture",China Guardian Autumn Auction 2001,04/11/2001,"The mouth is slightly flared, with a shallow, recumbent foot. The core of the bowl is painted with a lotus flower and cloud streamer motif, the interior with an eight-pot motif, and the exterior with a flower and butterfly motif. The blue and white hair is lightly coloured and elegantly painted. Small wound to the rim of the mouth.",https://auction.artron.net/paimai-art15890032,https://image.artron.net/wd/auction//5/art/238/cfe9931fcfe8d4e751bf8c86e3e11100.jpg,12,Bowl,Ming,15000,11000,1,0,0,15000.0,1,1.0,4,B4
Ming Chenghua blue and white grape pattern high foot bowl,1456,Mingchenghua,China Guardian,"Autumn Auction 2001 - Porcelain, Jade, Arts and Crafts, Furniture",China Guardian Autumn Auction 2001,04/11/2001,"The white glaze is lustrous, and the texture is fine. The bowl is painted with blue and white grapes and bees on the outer wall, the brushstrokes delicate and the painting smooth, the blue and white hair light and elegant, typical of the Ming Chenghua period. The rim of the mouth is slightly chipped.",https://auction.artron.net/paimai-art15890027,https://image.artron.net/wd/auction//5/art/238/9e7a16187d48ae42d0cdd9bb90d8fc9e.jpg,16,Bowl,Ming,70000,66000,1,0,0,70000.0,2,1.0,2,B2
Qing Jiaqing sauce glaze bowl,1463,Qing Jiaqing,China Guardian,"Autumn Auction 2001 - Porcelain, Jade, Arts and Crafts, Furniture",China Guardian Autumn Auction 2001,04/11/2001,"The bowl is of generous form, glazed inside and out with a full-bodied sauce glaze, the foot with a Jiaqing blue and white seal script official kiln mark.",https://auction.artron.net/paimai-art15890045,https://image.artron.net/wd/auction//5/art/238/025b06ff952462273b36254af01add42.jpg,14,Bowl,Qing,20000,19800,1,0,0,20000.0,2,1.0,3,B3
Qing Yongzheng Yellow Land Green Baby Picture Bowl (pair),1472,Qing Yongzheng,China Guardian,"Autumn Auction 2001 - Porcelain, Jade, Arts and Crafts, Furniture",China Guardian Autumn Auction 2001,04/11/2001,"The rim is turned outward, with a bulging belly and footrim. The yellow glaze is the main colour inside and outside the bowl, and the outer wall is decorated with green colour, with a dark engraving of a courtyard infant play and a border pattern under the green colour, painted with eight infants, also known as 'yellow eight children', traditionally among the finest of yellow-ground green-coloured wares. With repair.",https://auction.artron.net/paimai-art15890063,https://image.artron.net/wd/auction//5/art/238/8e9bbdf495b7b56d0dc6e8d126bfd88f.jpg,15,Bowl,Qing,125000,154000,1,0,0,125000.0,2,1.0,3,B3
Qing Jiaqing Coral red ground pastel painting gold baby picture bowl,1474,Qing Jiaqing,China Guardian,"Autumn Auction 2001 - Porcelain, Jade, Arts and Crafts, Furniture",China Guardian Autumn Auction 2001,04/11/2001,"The bowl is of large, well-defined form. The interior is glazed white, the exterior painted in coral red, the gold painted with a courtyard, and the pastel painted with a picture of an infant playing, with the infant either playing beside the jar, or holding a squirrel in his arms, or lighting a firecracker, in a variety of postures and lifelike. It is a rare example of Jiaqing official kiln famille-rose wares, with fine painting, vivid colours, and a festive atmosphere.",https://auction.artron.net/paimai-art15890074,https://image.artron.net/wd/auction//5/art/238/98a8c672006caa2971f64bbf83fbaf95.jpg,21,Bowl,Qing,550000,528000,1,0,0,550000.0,3,1.0,5,B5
Qianlong Qinghua wearing flower phoenix pattern high-foot bowl,1488,Qing Qianlong,China Guardian,"Autumn Auction 2001 - Porcelain, Jade, Arts and Crafts, Furniture",China Guardian Autumn Auction 2001,04/11/2001,"The outer wall is painted in celadon with a floral phoenix motif, beneath a lotus petal motif, and the high foot is decorated with an entwined lotus motif, the colour of the celadon being intense. The bowl is inscribed in the form of a six-character, two-line seal script inscribed 'Made during the Qianlong period of the Qing dynasty', a unique feature. The rim of the mouth is slightly worn.",https://auction.artron.net/paimai-art15890104,https://image.artron.net/wd/auction//5/art/238/60a0b4e9f1790c69ab6176da0fb76d74.jpg,16,Bowl,Qing,50000,68200,1,0,0,50000.0,2,1.0,3,B3
Qing Yongzheng Blue and white lotus to eight treasure pattern bowl,1489,Qing Yongzheng,China Guardian,"Autumn Auction 2001 - Porcelain, Jade, Arts and Crafts, Furniture",China Guardian Autumn Auction 2001,04/11/2001,"With a lavish mouth and folded shin footrim, the waist with two raised string motifs. The bowl is inscribed in regular script within a double circle of blue and white, 'Made in the Yongzheng era of the Qing dynasty', with a six-character, three-line, regular script mark, the outer wall painted with an entwined lotus-resting eight-piece design, the composition of which is dense and smoothly painted.",https://auction.artron.net/paimai-art15890101,https://image.artron.net/wd/auction//5/art/238/f85fb18f9b157a13bd2e24f62c43c763.jpg,18,Bowl,Qing,100000,79200,1,0,0,100000.0,2,1.0,3,B3
Qianlong Blue and white cloud dragon pattern bowl (pair),1490,Qing Qianlong,China Guardian,"Autumn Auction 2001 - Porcelain, Jade, Arts and Crafts, Furniture",China Guardian Autumn Auction 2001,04/11/2001,"The bowl is of small form, the core and exterior painted in blue and white with a cloud and dragon motif, the foot with a Qianlong blue and white official kiln mark.",https://auction.artron.net/paimai-art15890107,https://image.artron.net/wd/auction//5/art/238/df358464aad78c5d539e14526251f1a3.jpg,10,Bowl,Qing,40000,46200,1,0,0,40000.0,1,1.0,1,B1
Kiyo Yongzheng pastel peony picture bowl,1493,Qing Yongzheng,China Guardian,"Autumn Auction 2001 - Porcelain, Jade, Arts and Crafts, Furniture",China Guardian Autumn Auction 2001,04/11/2001,"The mouth is slightly open, with a rounded belly and footrim, and the bowl is well formed. The body is of medium thickness and well-proportioned. The white glaze is warm and delicate. The interior is plain and white, the exterior painted with pastel peonies, chrysanthemums, mountains and rocks in a rich, clear layout. The brushwork is fine, the tones warm and soft, rich and flamboyant, and very rare.",https://auction.artron.net/paimai-art15890119,https://image.artron.net/wd/auction//5/art/238/8b16efe0184cb58ce4ea8cfd79a78d09.jpg,14,Bowl,Qing,1350000,1771000,1,0,0,1350000.0,2,1.0,3,B3
Qianlong Pastel Fushou Bowl (pair),1501,Qing Qianlong,China Guardian,"Autumn Auction 2001 - Porcelain, Jade, Arts and Crafts, Furniture",China Guardian Autumn Auction 2001,04/11/2001,"The interior is plain, the exterior painted in famille-rose with a red bat, a ruyi-shaped longevity peach, and a folded chime motif for good luck. One mouth rim bursting with glaze.",https://auction.artron.net/paimai-art15890127,https://image.artron.net/wd/auction//5/art/238/e249bbb02f3286388c9b0b78108d1cef.jpg,17,Bowl,Qing,135000,132000,1,0,0,135000.0,2,1.0,3,B3
Qing Jiaqing pink ground pastel Fushou floral pattern bowl (pair),1506,Qing Jiaqing,China Guardian,"Autumn Auction 2001 - Porcelain, Jade, Arts and Crafts, Furniture",China Guardian Autumn Auction 2001,04/11/2001,"The bowl is large and circumscribed, the interior painted in alum-red with five bats holding a birthday figure, the exterior painted in pastel colours on a pink ground with auspicious motifs, such as pastel-coloured poinsettias and auspicious chimes, in brilliant colours. One with a repair.",https://auction.artron.net/paimai-art15890137,https://image.artron.net/wd/auction//5/art/238/b657c44c2ae978c7d0797a2807937a73.jpg,18,Bowl,Qing,60000,55000,1,0,0,60000.0,2,1.0,3,B3
Qing Jiaqing Pastel Tangled Treasure Pattern Bowl (pair),1510,Qing Jiaqing,China Guardian,"Autumn Auction 2001 - Porcelain, Jade, Arts and Crafts, Furniture",China Guardian Autumn Auction 2001,04/11/2001,"The heart of the bowl is painted in alum-red with five bats for longevity, the outer rim with a ruyi cloud-head motif, and the shin with a lotus petal motif, the motifs in famille-rose on a pink ground with entwined flowers and catfish, the colours bright and auspicious.",https://auction.artron.net/paimai-art15890133,https://image.artron.net/wd/auction//5/art/238/a26981ff524b4ced46b90664984bae73.jpg,18,Bowl,Qing,135000,132000,1,0,0,135000.0,2,1.0,3,B3
Qingdao Guang Blue and white Fushou dragon pattern bowl,1523,Qing Daoguang,China Guardian,"Autumn Auction 2001 - Porcelain, Jade, Arts and Crafts, Furniture",China Guardian Autumn Auction 2001,04/11/2001,"The bowl is painted with a cloud and dragon motif in blue and white, with the auspicious characters 'fu' and 'shou' written in blue and white within the cloud motif, the decoration auspicious and skilfully painted.",https://auction.artron.net/paimai-art15890167,https://image.artron.net/wd/auction//5/art/238/6a5172d7820feef0ade60f9afe9b45b7.jpg,13,Bowl,Qing,15000,11000,1,0,0,15000.0,1,1.0,1,B1
Qing Daoguang pastel three sheep kaitutu bowl,1540,Qing Daoguang,China Guardian,"Autumn Auction 2001 - Porcelain, Jade, Arts and Crafts, Furniture",China Guardian Autumn Auction 2001,04/11/2001,"The bowl is in the form of a bucket, the exterior painted in famille-rose with three sheep in a formalized floral design, the layout of which is rigorous and auspicious. The footrim is slightly bruised.",https://auction.artron.net/paimai-art15890212,https://image.artron.net/wd/auction//5/art/238/6254e803eb500a0084551adebe1c1dc5.jpg,14,Bowl,Qing,60000,55000,1,0,0,60000.0,2,1.0,3,B3
Qing Daoguang pastel baby play picture bowl (pair),1541,Qing Daoguang,China Guardian,"Autumn Auction 2001 - Porcelain, Jade, Arts and Crafts, Furniture",China Guardian Autumn Auction 2001,04/11/2001,"The outer wall is painted in pastel with a magpie on a branch, a bamboo standing up, and a child lighting a firecracker, taking the meaning of the bamboo as a sign of peace.",https://auction.artron.net/paimai-art15890207,https://image.artron.net/wd/auction//5/art/238/fd8a7f12e18d67daa6ba9b46fe501959.jpg,14,Bowl,Qing,60000,55000,1,0,0,60000.0,2,1.0,3,B3
Qing Guangxu coral red light pastel peony pattern bowl,1544,Qing Guangxu,China Guardian,"Autumn Auction 2001 - Porcelain, Jade, Arts and Crafts, Furniture",China Guardian Autumn Auction 2001,04/11/2001,"The straight mouth with rounded belly and footrim. The outer wall is decorated with a floral design on a coral-red ground, the interior painted with a folding peony design in vivid colours and smoothly painted.",https://auction.artron.net/paimai-art15890217,https://image.artron.net/wd/auction//5/art/238/b436a728bccb02ad1401d89756e3427e.jpg,11,Bowl,Qing,15000,22000,1,0,0,15000.0,1,1.0,1,B1
Qing Daoguang light pastel floral pattern bowl (pair),1545,Qing Daoguang,China Guardian,"Autumn Auction 2001 - Porcelain, Jade, Arts and Crafts, Furniture",China Guardian Autumn Auction 2001,04/11/2001,"The bowl is of regular form, with a plain white interior and painted on the exterior with a floral design of moonflowers and chrysanthemums in pastel colours, the composition sparse and brightly coloured.",https://auction.artron.net/paimai-art15890211,https://image.artron.net/wd/auction//5/art/238/825a8f0280a0993a5f9ec6632b3717fe.jpg,15,Bowl,Qing,70000,66000,1,0,0,70000.0,2,1.0,3,B3
Qing Daoguang pastel years cold three friends picture bowl,1546,Qing Daoguang,China Guardian,"Autumn Auction 2001 - Porcelain, Jade, Arts and Crafts, Furniture",China Guardian Autumn Auction 2001,04/11/2001,"The bowl is of generous form, the outer wall painted in pastel with a picture of the three friends of the year, pine, bamboo and plum, in a sparse and colourful layout.",https://auction.artron.net/paimai-art15890214,https://image.artron.net/wd/auction//5/art/238/a1e3ace9d5510a138ef9349fc2045b10.jpg,18,Bowl,Qing,20000,16500,1,0,0,20000.0,2,1.0,3,B3
Qianlong Qinglong pastel plastic fruit high,1,Qing Kangxi,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140013,https://image.artron.net/wd/auction//34/art/285/9afbce19d36ae24343c3fe99a09dcddb.jpg,15,Dish,Qing,143100,82680,0,0,0,143100.0,2,2.75975609756097,1,D1
" Qing Yongzheng Doucai Tuanhua """"Shouji"""" pattern dish",10,Qing Yongzheng,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140020,https://image.artron.net/wd/auction//34/art/285/d57fdf4644649301b4350f7d6a2fb130.jpg,20,Dish,Qing,238500,249895,0,0,0,238500.0,3,0.854634146341463,2,D2
Ming Yongle blue and white inner peony flower fruit outer Ganoderma lucidum ribbed large dish,11,Ming Yongle,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140028,https://image.artron.net/wd/auction//34/art/285/aad4ed3437d420f563f18fa091f8bebb.jpg,44,Dish,Ming,742000,591215,0,0,0,742000.0,4,0.23739837398374,3,D3
Ming Xuande blue and white lotus pattern dish,14,Ming Xuande,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140032,https://image.artron.net/wd/auction//34/art/285/76b88675480a93c28ff2eab9c97f6980.jpg,17,Dish,Ming,636000,554645,0,0,0,636000.0,2,0.222560975609756,4,D4
Ming Jiajing mackerel algae dish,15,Ming Jiajing,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140038,https://image.artron.net/wd/auction//34/art/285/c65c62d030b5f6d39c8d9cbb102b37ec.jpg,15,Dish,Ming,190800,274275,0,0,0,190800.0,2,0.222560975609756,4,D4
Ming Jiajing Blue land blue and white dragon pattern dish,16,Ming Jiajing,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140040,https://image.artron.net/wd/auction//34/art/285/72adf87fb3132edd2968c904118b7ff2.jpg,22,Dish,Ming,212000,225515,0,0,0,212000.0,3,0.142439024390244,5,D5
Ming Yongle sweet white glaze floral ribbed dish,19,Ming Yongle,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140059,https://image.artron.net/wd/auction//34/art/285/26b3e2080aac826117350fe1f1ddc54a.jpg,20,Dish,Ming,583000,615595,0,0,0,583000.0,3,0.142439024390244,5,D5
" Qing Yongzheng pastel over the wall branch """"Fu Shou"""" pattern dish",32,Qing Yongzheng,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140096,https://image.artron.net/wd/auction//34/art/285/0bdbe9c238771622d021e2c1032d0987.jpg,21,Dish,Qing,2915000,3079035,0,0,0,2915000.0,3,0.854634146341463,2,D2
Qing Yongzheng Carmine Yellow Ju dish,34,Qing Yongzheng,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140091,https://image.artron.net/wd/auction//34/art/285/9378763f694854ef652961f1a8037f99.jpg,11,Dish,Qing,371000,591215,0,0,0,371000.0,1,1.92292682926829,6,D6
" Qing Yongzheng pastel over the wall branch """"Qunfang birthday celebration"""" round large dish",38,Qing Yongzheng,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140102,https://image.artron.net/wd/auction//34/art/285/6995f09d80a82e9d11e51849b18a14e1.jpg,51,Dish,Qing,954000,2204535,0,0,0,954000.0,4,1.1869918699187,7,D7
Qing Yongzheng Lemon yellow color dish,56,Qing Yongzheng,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140125,https://image.artron.net/wd/auction//34/art/285/2d863e6422bedc3df6c2c1bdfb4ffc78.jpg,10,Dish,Qing,95400,101760,0,0,0,95400.0,1,1.92292682926829,6,D6
Qianlong Green glazed dish,59,Qianlong of the Qing Dynasty,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140140,https://image.artron.net/wd/auction//34/art/285/e5b382cd4dc8027c18cec49a83fc88d9.jpg,14,Dish,Qing,26500,33072,0,0,0,26500.0,2,2.75975609756097,1,D1
Late Ming Dynasty Zhangzhou kiln painted Arabic dish,66,Late Ming,Christie's,Important Chinese Porcelain Crafts (I & II),2003 Autumn Art Auction,27/10/2003,,https://auction.artron.net/paimai-art23170004,https://image.artron.net/wd/auction//31/art/705/3c9d0dd0f52942f1179f356ff5d803cd.jpg,38,Dish,Ming,37100,35468,0,1,0,37100.0,4,0.23739837398374,3,D3
"In the 14th and 15th centuries of the Ming Dynasty, Longquan kiln green glaze carved brocade pattern diamond flower mouth large dish",67,Ming 14th and 15th centuries,Christie's,Important Chinese Porcelain Crafts (I & II),2003 Autumn Art Auction,27/10/2003,,https://auction.artron.net/paimai-art23170012,https://image.artron.net/wd/auction//31/art/705/bc3f5590479a1fb7fa636330c0d2f1a9.jpg,42,Dish,Ming,63600,164671,0,1,0,63600.0,4,0.23739837398374,3,D3
Ming Wanli Colorful characters five birthday dish,70,Ming Wanli,Christie's,Important Chinese Porcelain Crafts (I & II),2003 Autumn Art Auction,27/10/2003,Signed in regular script with two circles and two lines in six characters,https://auction.artron.net/paimai-art23170014,https://image.artron.net/wd/auction//31/art/705/cba4fca26d3737a72406e4814c7f84d0.jpg,14,Dish,Ming,53000,82336,0,1,0,53000.0,2,0.222560975609756,4,D4
Fifteenth century Ming Dynasty blue-and-white lotus pattern dish,75,Ming 15th century,Christie's,Important Chinese Porcelain Crafts (I & II),2003 Autumn Art Auction,27/10/2003,,https://auction.artron.net/paimai-art23170023,https://image.artron.net/wd/auction//31/art/705/b3259d8066abf589e608f909a013c016.jpg,28,Dish,Ming,424000,380010,0,1,0,424000.0,3,0.142439024390244,5,D5
Ming Jiajing Blue land left white five cranes holding the birthday pattern dish,78,Ming Jiajing,Christie's,Important Chinese Porcelain Crafts (I & II),2003 Autumn Art Auction,27/10/2003,Six-character regular script mark,https://auction.artron.net/paimai-art23170018,https://image.artron.net/wd/auction//31/art/705/c57a8af1bf8978e05101fe6ea3627e50.jpg,33,Dish,Ming,371000,481346,0,1,0,371000.0,4,0.23739837398374,3,D3
Ming Yongle Blue and white dark dragon cloud dragon play bead pattern dish,85,Ming Yongle,Christie's,Important Chinese Porcelain Crafts (I & II),2003 Autumn Art Auction,27/10/2003,,https://auction.artron.net/paimai-art23170025,https://image.artron.net/wd/auction//31/art/705/004b0e08fa2c52a207dfc422f6d7342e.jpg,18,Dish,Ming,2014000,3629175,0,1,0,2014000.0,2,0.222560975609756,4,D4
Qing Kangxi Eggplant skin purple glaze engraved three dragon play bead dish,92,Qing Kangxi,Christie's,Important Chinese Porcelain Crafts (I & II),2003 Autumn Art Auction,27/10/2003,Signed in regular script with two circles and two lines in six characters,https://auction.artron.net/paimai-art23170032,https://image.artron.net/wd/auction//31/art/705/03faa45ae038f3decbbce287769ff296.jpg,25,Dish,Qing,143100,126670,0,1,0,143100.0,3,0.854634146341463,2,D2
"Qing Yongzheng pastel over the wall branches, flowers, bee pattern large dish",93,Qing Yongzheng,Christie's,Important Chinese Porcelain Crafts (I & II),2003 Autumn Art Auction,27/10/2003,Signed in regular script with two circles and two lines in six characters,https://auction.artron.net/paimai-art23170061,https://image.artron.net/wd/auction//31/art/705/8f9e9fb246dd02d83b30f27472b8bd50.jpg,54,Dish,Qing,636000,823355,0,1,0,636000.0,4,1.1869918699187,7,D7
Qing Yongzheng pastel eight peach five bat dish,97,Qing Yongzheng,Christie's,Important Chinese Porcelain Crafts (I & II),2003 Autumn Art Auction,27/10/2003,Signed in regular script with six characters on each side of the frame,https://auction.artron.net/paimai-art23170064,https://image.artron.net/wd/auction//31/art/705/0048d797d26fc63dc30d17c161fa8939.jpg,21,Dish,Qing,6360000,9802615,0,1,0,6360000.0,3,0.854634146341463,2,D2
Qing Yongzheng Doucai peach crane pattern dish,100,Qing Yongzheng,Christie's,Important Chinese Porcelain Crafts (I & II),2003 Autumn Art Auction,27/10/2003,Signed in regular script with two circles and two lines in six characters,https://auction.artron.net/paimai-art23170057,https://image.artron.net/wd/auction//31/art/705/8628e9b242814bff18f7f5d0a3a833f6.jpg,18,Dish,Qing,1325000,1076695,0,1,0,1325000.0,2,2.75975609756097,1,D1
Qianlong Blue and white yellow glazed dragon play beaded dish,103,Qing Qianlong,Christie's,Important Chinese Porcelain Crafts (I & II),2003 Autumn Art Auction,27/10/2003,Six-character seal script mark,https://auction.artron.net/paimai-art23170080,https://image.artron.net/wd/auction//31/art/705/ffc37bad2410de1f620841c48bbcec68.jpg,26,Dish,Qing,106000,114003,0,1,0,106000.0,3,0.854634146341463,2,D2
Qing Yongzheng Lemon yellow glazed lotus-shaped dish,125,Qing Yongzheng,Christie's,"Spring Auction 2003 - Fine Art, Ceramics and Crafts from the Chinese Imperial Court",Spring Auction 2003,07/07/2003,,https://auction.artron.net/paimai-art20510080,https://image.artron.net/wd/auction//31/art/599/2c46fd474bff211d04344028bf7cfa0d.jpg,29,Dish,Qing,1166000,1373495,0,1,0,1166000.0,3,0.854634146341463,2,D2
Ming Yongle Blue and white silk bird lychee pattern large dish,132,Ming Yongle,Christie's,"Spring Auction 2003 - Fine Art, Ceramics and Crafts from the Chinese Imperial Court",Spring Auction 2003,07/07/2003,,https://auction.artron.net/paimai-art20510143,https://image.artron.net/wd/auction//31/art/599/bae06de6a7d54b958b878097bc1cd5ad.jpg,60,Dish,Ming,4240000,9802615,0,1,0,4240000.0,4,0.23739837398374,3,D3
Ming Yongle Sweet white glazed dark flower phoenix pattern dish,143,Ming Yongle,Christie's,"Spring Auction 2003 - Fine Art, Ceramics and Crafts from the Chinese Imperial Court",Spring Auction 2003,07/07/2003,,https://auction.artron.net/paimai-art20510147,https://image.artron.net/wd/auction//31/art/599/1a1c2eb470e95fa177f2c7d5f1df2ec6.jpg,19,Dish,Ming,371000,823355,0,1,0,371000.0,3,0.142439024390244,5,D5
Ming Yongle Blue and white tangle flowers rhombus mouth dish,147,Ming Yongle,Christie's,"Spring Auction 2003 - Fine Art, Ceramics and Crafts from the Chinese Imperial Court",Spring Auction 2003,07/07/2003,,https://auction.artron.net/paimai-art20510150,https://image.artron.net/wd/auction//31/art/599/7bd7eac519c24b51057d317cdee402bf.jpg,34,Dish,Ming,212000,304008,0,1,0,212000.0,4,0.23739837398374,3,D3
Qing Kangxi Doucai Yunlong play beaded dish,149,Qing Kangxi,Christie's,"Spring Auction 2003 - Fine Art, Ceramics and Crafts from the Chinese Imperial Court",Spring Auction 2003,07/07/2003,,https://auction.artron.net/paimai-art20510165,https://image.artron.net/wd/auction//31/art/599/13a0fabed098bde85c6845adf288d476.jpg,21,Dish,Qing,238500,190005,0,1,0,238500.0,3,0.854634146341463,2,D2
Ming Xuande Ji red glaze dark dragon pattern dish,155,Ming Xuande,Christie's,"Spring Auction 2003 - Fine Art, Ceramics and Crafts from the Chinese Imperial Court",Spring Auction 2003,07/07/2003,,https://auction.artron.net/paimai-art20510151,https://image.artron.net/wd/auction//31/art/599/37f424627fdd22566e1e4d99192253c3.jpg,18,Dish,Ming,530000,506680,0,1,0,530000.0,2,0.222560975609756,4,D4
